Site,Herbivory,Light,Species,Survived_2018,RBDI
6,control,dark,Tilia,0,NA
6,control,light,Tilia,1,0.272727273
6,control,light,Tilia,1,0.296296296
6,control,light,Tilia,1,0.158536585
6,control,light,Tilia,1,0.095890411
6,control,light,Tilia,1,0.283333333
6,control,light,Tilia,1,0.65625
6,exclosure,dark,Tilia,1,0.173913043
6,exclosure,dark,Tilia,0,0.133333333
6,exclosure,dark,Tilia,1,0.171875
6,exclosure,dark,Tilia,1,0.096153846
6,exclosure,dark,Tilia,1,0.236842105
6,exclosure,dark,Tilia,0,0.130952381
6,exclosure,light,Tilia,1,0.1
6,exclosure,light,Tilia,1,0.042105263
6,exclosure,light,Tilia,1,0.113636364
6,exclosure,light,Tilia,1,0.166666667
6,exclosure,light,Tilia,1,0.21686747
6,exclosure,light,Tilia,1,0.068627451
